瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
143,措备,2020-06-01,23.6,19.9,29.1,,3,47.8
143,措备,2020-06-02,22.5,15,29.3,,1.4,41.9
143,措备,2020-06-03,24.1,17.2,31.1,,1.7,56.5
143,措备,2020-06-04,27.7,19.6,35.3,,2.1,56.5
143,措备,2020-06-05,25.9,19.8,34.6,,2.7,61
143,措备,2020-06-06,21.2,18.4,26.3,,4.4,65.9
143,措备,2020-06-07,23.5,16.2,31.3,,2.4,53.9
143,措备,2020-06-08,26.9,17.4,35.6,,1.5,46.6
143,措备,2020-06-09,28.7,21,37,,1.5,46.3
143,措备,2020-06-10,28.1,21.3,36.1,.1,1.8,54.8
143,措备,2020-06-11,25.5,20.6,31.7,29,1.5,77.4
143,措备,2020-06-12,25.6,19.7,30.9,51,1.8,79.5
143,措备,2020-06-13,24.6,19.7,29.5,10,1.3,81.5
143,措备,2020-06-14,25.5,23.1,30.5,36.5,2.5,80.9
143,措备,2020-06-15,25.9,19.9,31.8,,2.4,53.9
143,措备,2020-06-16,24.8,18.9,31.3,,2,49.9
143,措备,2020-06-17,23.3,18.3,27.7,,1.4,54.4
143,措备,2020-06-18,19.2,17.8,23.1,7.2,1.4,84.6
143,措备,2020-06-19,22,17.9,28.7,.4,2.1,70.6
143,措备,2020-06-20,23.2,20,28.8,,2.8,62.8
143,措备,2020-06-21,22.2,17.7,27.2,,3.4,64.1
143,措备,2020-06-22,25.3,16.2,33.5,,1.7,56.1
143,措备,2020-06-23,26.3,19.4,34,,1.9,53.4
143,措备,2020-06-24,22.2,20.1,24.5,2.3,2.8,75.4
143,措备,2020-06-25,23.8,20.1,26.9,.7,1.1,86.1
143,措备,2020-06-26,25.5,21.7,30.7,,2.4,60.3
143,措备,2020-06-27,26.1,20.9,31.3,,1.3,59.4
143,措备,2020-06-28,26.1,21.4,32,,2.2,59.1
143,措备,2020-06-29,22.1,19.8,26.8,42.2,3.1,82
143,措备,2020-06-30,23.5,19.3,28.2,5.9,3.2,72.6
143,措备,2020-07-01,22.2,19.1,26.3,.4,2.2,69.1
143,措备,2020-07-02,23.6,18.3,28.8,,1.8,64.1
143,措备,2020-07-03,20.7,18,22.6,5.9,2.7,73.9
143,措备,2020-07-04,21.2,17.9,24.2,0,1.4,75.8
143,措备,2020-07-05,23.7,19.8,28.6,,.9,70.1
143,措备,2020-07-06,24.1,19.9,28.1,,1.3,74.6
143,措备,2020-07-07,26.5,23.1,32.4,0,1.8,70.4
143,措备,2020-07-08,26.2,22.3,31,,2.2,64.5
143,措备,2020-07-09,24.4,20.8,29.7,0,3.6,74.3
143,措备,2020-07-10,24,21,28.4,26.2,2.2,84
143,措备,2020-07-11,25.5,21.6,31.3,,2.3,71.6
143,措备,2020-07-12,20.4,18.1,21.9,27.8,3.4,82.8
143,措备,2020-07-13,19.2,18.2,21,54.5,4.1,89.3
143,措备,2020-07-14,19.6,18.4,21.5,.8,2.4,89.6
143,措备,2020-07-15,19.2,17.5,22.9,2.4,2.6,83.8
143,措备,2020-07-16,22.2,16.8,28.8,,2.1,65.8
143,措备,2020-07-17,22.7,17.3,28.8,,2.9,65.9
143,措备,2020-07-18,22.4,16.8,27.6,,2.4,71
143,措备,2020-07-19,24.3,20.5,28,0,2.9,78.4
143,措备,2020-07-20,29.1,25.9,32.8,.9,2.3,63.4
143,措备,2020-07-21,26.9,22.8,31.8,5.9,1.6,64.9
143,措备,2020-07-22,22.5,21.5,25.1,45.6,.9,94.3
143,措备,2020-07-23,21.7,21,22.5,63.1,3.5,91.8
143,措备,2020-07-24,21.3,20.2,23,11.5,2.8,91.1
143,措备,2020-07-25,21.9,20.1,24.8,13.7,1.2,93.6
143,措备,2020-07-26,25,21.3,30.2,0,1.7,75
143,措备,2020-07-27,22.6,21.3,24.6,16.9,2.9,89.9
143,措备,2020-07-28,22.3,21.3,24.2,14.6,2.7,91.8
143,措备,2020-07-29,23.1,21.6,24.7,3.9,2,94.4
143,措备,2020-07-30,23.1,21.2,25,36,1,91.8
143,措备,2020-07-31,26.1,21.9,31.5,.4,1.2,81
143,措备,2020-08-01,27.7,23.9,34.1,.1,1.1,74.9
143,措备,2020-08-02,28.6,24.6,33.4,,1.3,69.6
143,措备,2020-08-03,29.1,25.7,33,,1.6,66.3
143,措备,2020-08-04,29.3,24.9,34.4,,1.6,66.8
143,措备,2020-08-05,28.9,25.4,33,0,1.7,68.9
143,措备,2020-08-06,28.5,25.8,31.2,9.9,2,72.6
143,措备,2020-08-07,24.6,22.5,27.1,84.7,1,93.6
143,措备,2020-08-08,23.7,22.9,25,168.2,1,96.9
143,措备,2020-08-09,28.3,23.9,33.4,.5,1.9,71.6
143,措备,2020-08-10,26.1,24.2,30.6,18.1,1.7,90.1
143,措备,2020-08-11,27.6,24.3,33.2,4.8,1.2,81.8
143,措备,2020-08-12,28.7,24.7,33.7,,1.1,79.4
143,措备,2020-08-13,30.3,25.8,35.4,,1.7,68.1
143,措备,2020-08-14,31.2,25.6,35.6,,2.3,64.3
143,措备,2020-08-15,31.4,27.1,36.1,,2.1,60.9
143,措备,2020-08-16,30.4,25.9,35.9,,1.5,64
143,措备,2020-08-17,29.6,25.3,34.2,,1.7,66.5
143,措备,2020-08-18,30,24.8,35.9,,1.5,63.3
143,措备,2020-08-19,30.5,24.8,36,,2.1,59.4
143,措备,2020-08-20,29.6,24.4,36.3,,1.7,60
143,措备,2020-08-21,27.2,23.8,33.8,,2.9,71.8
143,措备,2020-08-22,26.9,23.8,31.2,,3,69.8
143,措备,2020-08-23,28.2,24,33.5,0,1.5,66.4
143,措备,2020-08-24,28.5,23.6,33.9,,1.6,67.8
143,措备,2020-08-25,29.9,23.7,36.3,,1.6,65.1
143,措备,2020-08-26,29.4,27,33.5,,4,67.8
143,措备,2020-08-27,28.4,25.7,33.3,7.1,2.8,74.1
143,措备,2020-08-28,28.8,26,32.9,0,1.7,73
143,措备,2020-08-29,29.8,26.3,33.9,.5,1.4,65.4
143,措备,2020-08-30,28.6,25,34.9,28.8,2,70.9
143,措备,2020-08-31,25.4,23.8,27.4,,3.1,73.4
143,措备,2020-09-01,25.6,22.9,29.4,0,2.5,72.6
143,措备,2020-09-02,26.1,23.9,28.3,44.7,3.4,84.8
143,措备,2020-09-03,27,23.8,30.8,44.8,5.6,57.8
143,措备,2020-09-04,24.1,18.3,30.4,,1.3,62
143,措备,2020-09-05,19.9,17.3,23.1,4,1.9,85.3
143,措备,2020-09-06,19.5,17.6,20.7,18.3,1.3,93.4
143,措备,2020-09-07,23.4,18.8,25.6,34.4,4.3,72.4
143,措备,2020-09-08,25.4,22.1,30.3,0,2.8,62
143,措备,2020-09-09,23.9,21.1,28.1,1.2,1.6,70.9
143,措备,2020-09-10,23.3,19.3,28.1,1.6,1.2,72.6
143,措备,2020-09-11,21.7,18.8,26.5,3.3,2.4,81.8
143,措备,2020-09-12,19.9,18.3,21.9,3.8,1.3,90.9
143,措备,2020-09-13,20.9,18.1,26,,1.7,76.1
143,措备,2020-09-14,22.5,18,28.6,,1.6,71
143,措备,2020-09-15,22.9,18.3,28.9,,1.7,71.5
143,措备,2020-09-16,21.7,19.8,23.7,1.3,1.4,85.8
143,措备,2020-09-17,21.5,18.3,25,1.7,.9,87
143,措备,2020-09-18,20.5,16,25.6,1.9,1.6,71.1
143,措备,2020-09-19,20.5,12.7,27.4,,1.7,63.1
143,措备,2020-09-20,19.7,13.6,26.3,,2.2,59.8
143,措备,2020-09-21,18,12,24.4,,1.7,69.3
143,措备,2020-09-22,17.5,14.2,22.9,,2.1,76.4
143,措备,2020-09-23,18.7,14.3,22.9,,2,69.8
143,措备,2020-09-24,19.6,16.1,23.9,0,2,70.4
143,措备,2020-09-25,19.7,14.8,25.6,,1.5,70.4
143,措备,2020-09-26,19.4,14.6,25,0,1.5,70.4
143,措备,2020-09-27,18.8,14.8,24.3,,1.9,68.6
143,措备,2020-09-28,17.6,11.7,24.1,,2,72.9
143,措备,2020-09-29,18.3,11.8,26.1,,1.2,67.8
143,措备,2020-09-30,18.6,13.1,25,,1.8,70.4
143,措备,2020-10-01,18.4,12.8,24.9,,2,74.1
143,措备,2020-10-02,20.7,14.4,26.6,,1.4,71.4
143,措备,2020-10-03,21.5,17.6,27.3,1,1.1,75
143,措备,2020-10-04,20.3,17,23.1,.1,2,71.6
143,措备,2020-10-05,15.8,11,20.1,,3.9,43.5
143,措备,2020-10-06,16.2,9.5,22.4,,1.7,54.5
143,措备,2020-10-07,17.1,12.3,22.1,,2.7,66.3
143,措备,2020-10-08,18.3,15.6,21.3,,4.2,54.6
143,措备,2020-10-09,18.6,16.5,21.5,,3.8,56
143,措备,2020-10-10,18.1,14.6,23.7,,2,62.5
143,措备,2020-10-11,16.5,12.1,21.5,,1.1,71.5
143,措备,2020-10-12,17.5,12.4,23.5,,1.6,72
143,措备,2020-10-13,16,11.2,21.8,,2.5,53
143,措备,2020-10-14,13.7,7.9,21.4,,1.6,64.5
143,措备,2020-10-15,14.5,7.6,21.1,,1.7,55.3
143,措备,2020-10-16,13.4,8.7,17,,.9,72.9
143,措备,2020-10-17,14.5,8.3,21,,1.4,70.4
143,措备,2020-10-18,14.1,7.8,21.8,,1.4,63.9
143,措备,2020-10-19,14.2,7.1,22.4,,1.2,69
143,措备,2020-10-20,14.7,8.1,22.9,,1.7,71.9
143,措备,2020-10-21,13.7,9.2,18.3,12,1,86.9
143,措备,2020-10-22,15,11.9,18.9,,2.2,75.9
143,措备,2020-10-23,11.7,8.3,16.7,,4,45.4
143,措备,2020-10-24,11.3,5.8,16.7,,3.9,41.3
143,措备,2020-10-25,14,6.4,20.8,,2.5,53.5
143,措备,2020-10-26,13.4,6.2,21.6,,1.1,61.6
143,措备,2020-10-27,13.4,6.1,21.6,,.9,65.8
143,措备,2020-10-28,16.1,11.4,21.3,,2.2,50.8
143,措备,2020-10-29,12,5.3,19.2,,1.2,53.6
143,措备,2020-10-30,11.7,5.4,18.7,,1.9,70.1
143,措备,2020-10-31,11.4,5.4,18.1,,1.1,69
143,措备,2020-11-01,12.1,9.6,13.6,3.1,.8,86.6
143,措备,2020-11-02,13,6.9,18.2,,1.6,62.6
143,措备,2020-11-03,7.5,4.3,11.4,,4,46.4
143,措备,2020-11-04,6.7,2.2,12.7,,3.1,39.4
143,措备,2020-11-05,8.7,-.8,16.9,,.9,49.4
143,措备,2020-11-06,12.1,9.2,14.6,,.8,56.9
143,措备,2020-11-07,14.4,7.3,22.3,,1.9,58.9
143,措备,2020-11-08,11.2,6.3,17.8,,3,39.4
143,措备,2020-11-09,8.2,4.1,12.8,,3.3,34.1
143,措备,2020-11-10,9.4,3.8,15.1,,1.8,42.5
143,措备,2020-11-11,8.2,1.1,16.5,,1.1,52
143,措备,2020-11-12,9.4,1.7,18.8,,1.1,59.3
143,措备,2020-11-13,10.9,3.1,19.7,,1.1,57.3
143,措备,2020-11-14,11.3,4.1,19,,1.8,71.6
143,措备,2020-11-15,10.9,4.9,18.9,,1,76.6
143,措备,2020-11-16,12.3,5,20.3,,1.7,70.1
143,措备,2020-11-17,14.7,9.1,20.4,.4,1.1,75.3
143,措备,2020-11-18,18.9,12.8,23.4,0,2.1,74.6
143,措备,2020-11-19,19.4,12.8,25.3,19,3,78
143,措备,2020-11-20,9.4,5.2,12.9,,4.1,62.8
143,措备,2020-11-21,7.1,1.4,11.9,,1.6,72.4
143,措备,2020-11-22,9.2,7.5,11.9,1.4,2.7,74.4
143,措备,2020-11-23,5.9,2.7,10.5,,3,49.1
143,措备,2020-11-24,5.6,.9,12.9,,1.2,58.4
143,措备,2020-11-25,7.2,.9,12.6,,2.4,53.5
143,措备,2020-11-26,8.8,4.9,13.3,,1.8,63.8
143,措备,2020-11-27,8.2,3.8,11.9,0,3.6,55.1
143,措备,2020-11-28,3.6,1.4,7.6,,3.1,44.9
143,措备,2020-11-29,3.8,-.8,8.2,,3.2,53.6
143,措备,2020-11-30,3.8,.8,8.2,,3.1,47.9
143,措备,2020-12-01,3,-3.1,9.8,,1.6,46.6
143,措备,2020-12-02,4.1,-1.9,10.3,,1.3,47.6
143,措备,2020-12-03,4.6,1.8,8.7,,3.2,40.3
143,措备,2020-12-04,2.7,-2.5,7.6,,2.9,42.4
143,措备,2020-12-05,3.3,-1.5,8.4,,2.2,60.3
143,措备,2020-12-06,4.1,-1.3,10.5,,1.5,65.6
143,措备,2020-12-07,4.5,-1.8,11.3,,2,64.4
143,措备,2020-12-08,2.5,-1.4,6.8,,2.5,48
143,措备,2020-12-09,1.9,-4.9,9.7,,1.2,48.3
143,措备,2020-12-10,5.9,1.4,12.2,,1.2,54.9
143,措备,2020-12-11,6.8,2,11.4,,1.2,62.5
143,措备,2020-12-12,5.8,.8,9.4,,3,43.6
143,措备,2020-12-13,2.5,-1.9,10.5,0,2.4,53.9
143,措备,2020-12-14,-3.2,-5.6,-.5,,4.4,33.5
143,措备,2020-12-15,-4.4,-7.4,-.4,,4.4,36
143,措备,2020-12-16,-3.6,-5.8,-.2,,4.5,40.9
143,措备,2020-12-17,-1.9,-5.7,2.4,,3.2,43
143,措备,2020-12-18,.5,-4.9,7.2,,2.5,49.5
143,措备,2020-12-19,-1.4,-4.3,2.5,,3.7,34.3
143,措备,2020-12-20,-.2,-4.7,4.5,,2.7,43.4
143,措备,2020-12-21,.5,-4.5,5.9,,1.9,58
143,措备,2020-12-22,1.8,-4.4,8.9,,1.6,64.4
143,措备,2020-12-23,2,-3.6,8.7,,1,68.3
143,措备,2020-12-24,4.5,-.5,11.1,,2.9,55
143,措备,2020-12-25,1.4,-2.9,5.4,,3.7,50.5
143,措备,2020-12-26,1.7,-4.6,9.1,,.8,61.4
143,措备,2020-12-27,2.4,-2.1,6.8,1.3,1,79.5
143,措备,2020-12-28,3.8,.4,12.6,,.8,87.4
143,措备,2020-12-29,3.2,-1.6,11.9,1.3,2.1,81.5
143,措备,2020-12-30,-5.6,-8.6,.9,.2,6.2,50.5
143,措备,2020-12-31,-5.1,-10.3,-.6,,3.8,50.4
143,措备,2021-01-01,-1.8,-5.7,2.6,0,1.9,66.4
143,措备,2021-01-02,-.9,-3.7,2.1,0,3.1,50.9
143,措备,2021-01-03,-1.3,-4.1,2.1,,4,42.5
143,措备,2021-01-04,-.3,-5.8,5.5,,1.4,51.8
143,措备,2021-01-05,-1.1,-5.1,2.6,,3.2,47.9
143,措备,2021-01-06,-4,-7.5,.4,,2.7,47.6
143,措备,2021-01-07,-8.7,-12.4,-1.2,.2,5.3,40.3
143,措备,2021-01-08,-10.4,-13.6,-5.8,,4.6,41.3
143,措备,2021-01-09,-8,-11.4,-3.1,,4.2,45.1
143,措备,2021-01-10,-4.7,-10.8,1.2,,2.3,51.4
143,措备,2021-01-11,-4.2,-8.5,-.8,,1.2,62.8
143,措备,2021-01-12,-1.5,-8.8,4.3,,1.3,60
143,措备,2021-01-13,3.6,-5.2,11.7,,1.4,57
143,措备,2021-01-14,4.4,-2.3,12.9,,1.2,51.1
143,措备,2021-01-15,8.3,.6,16.1,,2,55.6
143,措备,2021-01-16,1.7,-3.3,8.3,,3.9,47.8
143,措备,2021-01-17,-2.8,-5.6,1.1,,3.4,42.5
143,措备,2021-01-18,-1.9,-6.6,4.4,0,2.4,60
143,措备,2021-01-19,-2.6,-6.9,3.4,,1.7,43
143,措备,2021-01-20,-.8,-8.5,8.6,,.9,53.3
143,措备,2021-01-21,4.5,-3.8,11.5,1,.7,71.8
143,措备,2021-01-22,8.2,5.2,10.7,.3,1,94
143,措备,2021-01-23,9.3,7.4,11.8,.1,3.3,86.3
143,措备,2021-01-24,8,6.5,10.3,0,1.6,78
143,措备,2021-01-25,7.4,3,12,,2.2,78
143,措备,2021-01-26,6.1,4.3,7.7,10.3,1.6,92.5
143,措备,2021-01-27,5.8,2.9,10.4,,2.7,58
143,措备,2021-01-28,1.2,-4.7,11.1,0,4.1,67
143,措备,2021-01-29,-4.4,-7.8,-.2,,5.6,46.9
143,措备,2021-01-30,.9,-7.4,9,,2.1,55.6
143,措备,2021-01-31,4.5,-4.3,12.1,,1.2,62.5
143,措备,2021-02-01,7.1,3.9,10.1,9.5,1.4,90.3
143,措备,2021-02-02,-.4,-3.2,7.1,,5.1,43.4
143,措备,2021-02-03,-1,-5.3,4.8,,2.4,48.1
143,措备,2021-02-04,1.4,-2.8,5.8,0,3.1,51.4
143,措备,2021-02-05,1.5,-5.4,7.9,,1.1,54.5
143,措备,2021-02-06,5.2,-2.9,14.5,,1.1,62
143,措备,2021-02-07,6.6,-.2,14,,2.2,62.4
143,措备,2021-02-08,.4,-2.3,4.4,,4.6,42.5
143,措备,2021-02-09,1.6,-3.4,7.7,,3.5,42
143,措备,2021-02-10,3.9,-2.8,10.9,,1.9,56.1
143,措备,2021-02-11,5.8,-.9,12,,1.2,65
143,措备,2021-02-12,7.7,1.1,16.6,,1,60.6
143,措备,2021-02-13,8.6,-.9,19.1,,1,55.6
143,措备,2021-02-14,7.7,3.4,12.8,4.3,1,82.8
143,措备,2021-02-15,5.9,-1.6,11.3,1.2,4.4,67.4
143,措备,2021-02-16,-.1,-3.6,6.1,0,4.1,55.5
143,措备,2021-02-17,-4.8,-6.4,-2.4,,6.6,47.5
143,措备,2021-02-18,-4.4,-8.5,.2,0,3.9,58.8
143,措备,2021-02-19,4.3,-4,12.9,,2.9,48.6
143,措备,2021-02-20,11.3,3.7,20.4,,2.5,54.4
143,措备,2021-02-21,14.3,4,24.4,,2.3,54
143,措备,2021-02-22,13.7,6.8,22.8,,2.5,50.3
143,措备,2021-02-23,5.9,1.3,11.5,,3.2,33.5
143,措备,2021-02-24,5.5,1.1,12.7,,2,53.3
143,措备,2021-02-25,5,.6,9.8,3.1,1.1,89.4
143,措备,2021-02-26,8.3,5,12,,3.2,74.5
143,措备,2021-02-27,6.7,4.4,8.9,,4.7,69.3
143,措备,2021-02-28,7.4,1.7,13,1.1,1.1,84.4
143,措备,2021-03-01,8.9,3.4,16.1,35.5,3,99.8
143,措备,2021-03-02,2.6,0,6.2,9.6,1.7,88.9
143,措备,2021-03-03,4.1,-1.5,9.5,,1.2,77.8
143,措备,2021-03-04,5.9,.8,11.5,.9,.9,90.4
143,措备,2021-03-05,10.6,4.3,19,,1.3,74.8
143,措备,2021-03-06,6.2,3.7,9.5,,4,82.3
143,措备,2021-03-07,5.5,3.5,8.8,,2.2,77.3
143,措备,2021-03-08,6.3,-.6,14,,2.7,77.5
143,措备,2021-03-09,9,2.2,15.1,,2,64.8
143,措备,2021-03-10,8.8,2.6,14.1,,3.5,57.6
143,措备,2021-03-11,10,1.5,18.2,,1.1,63.6
143,措备,2021-03-12,9,7.6,11.6,19.5,1.2,93.4
143,措备,2021-03-13,9.8,3.5,16,,1.5,77.1
143,措备,2021-03-14,10.5,4.6,17.2,,1.7,72.8
143,措备,2021-03-15,12.5,3.9,19.7,,1.6,68.5
143,措备,2021-03-16,14.9,10.6,20.1,,3.2,54.1
143,措备,2021-03-17,10.5,3.5,17.8,,2.6,61.9
143,措备,2021-03-18,10.4,5.2,16.6,,3.6,75.6
143,措备,2021-03-19,11.2,8.6,15.4,,4.2,68.1
143,措备,2021-03-20,9.9,8.3,10.9,5.3,2.3,92.1
143,措备,2021-03-21,8.8,5.1,11.7,,5.3,61.5
143,措备,2021-03-22,7.9,3.3,13,,4.7,46.6
143,措备,2021-03-23,11.4,1.7,20.2,,2.2,49.4
143,措备,2021-03-24,11.5,4.3,18.2,,1,54.9
143,措备,2021-03-25,14.1,5.7,22.3,,1.6,54
143,措备,2021-03-26,15.3,6.7,23.9,,1.6,52.6
143,措备,2021-03-27,12.7,6.5,17.1,18.4,2.2,84.8
143,措备,2021-03-28,15.8,11.7,20.2,6,3.1,72.9
143,措备,2021-03-29,15.1,10.9,19.5,,3.1,51
143,措备,2021-03-30,14.6,10.5,21.3,,2.6,39.5
143,措备,2021-03-31,13.6,4.7,23.1,,2.1,58.6
143,措备,2021-04-01,13.5,9.2,17.7,,5.2,63.1
143,措备,2021-04-02,14.7,12.2,18.7,,4.5,69
143,措备,2021-04-03,14.5,11.8,18.5,16.2,2.3,91.1
143,措备,2021-04-04,9.7,7,13.8,19.3,3.7,86.6
143,措备,2021-04-05,9.9,2.7,16.2,,2.3,63.9
143,措备,2021-04-06,13.2,3.8,21.4,,2.3,57
143,措备,2021-04-07,17.1,10.6,23,,2.2,42.8
143,措备,2021-04-08,14.6,9.2,21.9,,2,54.1
143,措备,2021-04-09,9.2,5.5,15,,3.5,75.6
143,措备,2021-04-10,10.6,2.5,18.5,,2.3,63.8
143,措备,2021-04-11,13.6,4.3,21.9,,1.9,56.9
143,措备,2021-04-12,11.8,9.2,14.5,7.4,2,85.1
143,措备,2021-04-13,15.1,8.1,20,0,3.5,70.3
143,措备,2021-04-14,11.1,5.8,17.2,,3.8,49.9
143,措备,2021-04-15,11.9,4.4,18.7,,1.5,52.6
143,措备,2021-04-16,13.7,5.7,21.1,,1.6,67.4
143,措备,2021-04-17,13.5,9,19.3,,3.5,52.6
143,措备,2021-04-18,12.6,7.9,17.5,,3.9,51
143,措备,2021-04-19,16.6,8.2,24,,3.5,43
143,措备,2021-04-20,18.9,13.5,26.5,,3,44
143,措备,2021-04-21,19.9,10.1,29.5,,1.6,55
143,措备,2021-04-22,20.2,15,28.3,,3,51.5
143,措备,2021-04-23,15.8,13.6,18,0,4.4,64
143,措备,2021-04-24,16.7,12.8,23.3,,3.3,62.9
143,措备,2021-04-25,14.4,10.7,18.8,,4.3,63.3
143,措备,2021-04-26,13.6,6.3,21.1,,2.3,63.1
143,措备,2021-04-27,15.8,8.1,22.2,,1.5,58.5
143,措备,2021-04-28,18.1,11.6,23.9,,1.9,56.5
143,措备,2021-04-29,18.3,13.5,24.7,0,2.5,52.6
143,措备,2021-04-30,16.9,12.6,22.2,.1,4.1,57.5
143,措备,2021-05-01,12.1,9.4,15.6,3.7,3.9,77.3
143,措备,2021-05-02,13.6,8.4,19.9,.5,3.2,68
143,措备,2021-05-03,16.5,7.6,24.7,,1.8,64.1
143,措备,2021-05-04,17,12.5,20.9,8.9,1.6,85
143,措备,2021-05-05,18.5,13.6,23.5,1.2,4.1,53.6
143,措备,2021-05-06,16.9,7.1,25.7,,1.3,52.1
143,措备,2021-05-07,18.1,11.5,25.6,,2.4,43.5
143,措备,2021-05-08,18.1,7.7,26.1,,2.9,36.9
143,措备,2021-05-09,19,12.6,25,,3.9,30.3
143,措备,2021-05-10,13.8,12.1,16.2,1.8,1.3,66.5
143,措备,2021-05-11,15.1,12.3,18.2,1.3,3.1,69.4
143,措备,2021-05-12,17.3,13.4,22.5,,4.3,58.6
143,措备,2021-05-13,20.4,11.1,30.3,,2.2,53.1
143,措备,2021-05-14,22,14.1,30.4,,2.4,59.3
143,措备,2021-05-15,19.9,17.4,22.6,8.7,1.7,85.6
143,措备,2021-05-16,20.1,13.7,23.7,24.7,2.1,92.9
143,措备,2021-05-17,14.4,13.4,16,11.4,3.6,93.4
143,措备,2021-05-18,17.7,13.5,23.5,.1,1.3,81
143,措备,2021-05-19,22.5,15.8,29.4,,1.5,57.4
143,措备,2021-05-20,16.3,14.7,20,12.2,2.6,85.1
143,措备,2021-05-21,17.6,14.7,21.5,0,2.7,69.6
143,措备,2021-05-22,21,13.7,27.5,,2.8,57.6
143,措备,2021-05-23,23.6,14.8,30.8,,1.5,52.5
143,措备,2021-05-24,22.3,18,27.5,.7,2.4,49.8
143,措备,2021-05-25,18,13.1,23.7,0,3.1,43.5
143,措备,2021-05-26,18,11.2,24.3,,1.3,44.3
143,措备,2021-05-27,18.9,15,25.5,,2.5,55.9
143,措备,2021-05-28,16.7,10.7,28.8,13.8,1.8,71.6
143,措备,2021-05-29,20.4,14.9,26.3,,2.8,49.4
143,措备,2021-05-30,20.6,13.3,28.5,,1.7,56.5
143,措备,2021-05-31,20.7,15.5,28.9,1.9,2.2,67.1
143,措备,2021-06-01,22.8,15.9,29.7,,2.1,57.6
143,措备,2021-06-02,23.8,18.2,30.2,,1.4,51.9
143,措备,2021-06-03,18.7,16.7,19.9,17.5,1.7,88.4
143,措备,2021-06-04,21.3,17.1,27,3.8,2.7,53.9
143,措备,2021-06-05,23.1,13.7,30.4,,2.1,51.8
143,措备,2021-06-06,23.9,18.2,30.4,.2,1.3,62.1
143,措备,2021-06-07,25.3,18.4,31.4,,1.3,56.3
143,措备,2021-06-08,25.4,20.5,33.2,,1.8,54
143,措备,2021-06-09,25.3,19.9,32.7,,2.6,50.5
143,措备,2021-06-10,24.2,19.1,30.5,0,2.6,57.1
143,措备,2021-06-11,22.1,20.1,25.5,5.5,1.4,84.8
143,措备,2021-06-12,24.1,20.6,28,,2.4,74.8
143,措备,2021-06-13,25.4,21.6,31.7,.1,2.2,69
143,措备,2021-06-14,23.9,21.1,28,,2.9,69.4
143,措备,2021-06-15,21.4,19.7,23.9,3,2.9,76
143,措备,2021-06-16,20.4,17.9,23,.5,3.5,73.5
143,措备,2021-06-17,20,18.3,23.4,.1,2.5,70.6
143,措备,2021-06-18,22.3,17.9,26.7,3,1.3,73.6
143,措备,2021-06-19,25.3,19.6,31.3,,1.8,51.1
143,措备,2021-06-20,25.9,18.1,33.9,,2,47.1
143,措备,2021-06-21,23.9,19.4,31.6,,3.1,50.9
143,措备,2021-06-22,20.7,17.7,26.5,3.5,3.4,67.3
143,措备,2021-06-23,20.4,17.6,24.4,.2,3.4,68.9
143,措备,2021-06-24,23,18.9,28.5,,1.8,62
143,措备,2021-06-25,23.5,18.6,29.8,14.7,1.5,70.6
143,措备,2021-06-26,22.8,20.1,27.2,2,1.3,72.9
143,措备,2021-06-27,24,19.1,29.9,,3.3,63
143,措备,2021-06-28,23.9,21.3,28,,3.2,64.3
143,措备,2021-06-29,24.6,20.3,30,1,1.9,64
143,措备,2021-06-30,24.4,21.7,29.6,0,2.3,67
143,措备,2021-07-01,25.1,19.6,32.4,,2.9,57.4
143,措备,2021-07-02,24,20.3,28.8,,3.8,69
143,措备,2021-07-03,22.7,21.4,24.8,22.1,3.9,78.8
143,措备,2021-07-04,27.8,21.8,32.4,4.6,2.9,64.4
143,措备,2021-07-05,23.8,20.6,27.2,16.8,1.7,74.3
143,措备,2021-07-06,22.6,20.6,25.8,18.2,1.2,90.3
143,措备,2021-07-07,24.2,22.6,26.2,39.7,.7,95
143,措备,2021-07-08,24.9,22.5,29.6,14.9,2,80.1
143,措备,2021-07-09,24.7,22.1,29.1,15.7,2,84
143,措备,2021-07-10,25.6,21.6,32.6,2.6,1.4,76.8
143,措备,2021-07-11,25.7,21.1,33.8,3.5,1.6,74.5
143,措备,2021-07-12,27.3,22.2,34.1,5.4,1.2,70.6
143,措备,2021-07-13,28.7,22.8,34.3,,1.1,64.8
143,措备,2021-07-14,29.9,24.7,35.3,,1.1,60.5
143,措备,2021-07-15,27.5,23.6,33.9,3.6,1.8,70.9
143,措备,2021-07-16,27.1,23.3,31.9,,2.6,67.9
143,措备,2021-07-17,26.7,23.4,30.4,0,2.8,65.5
143,措备,2021-07-18,26.7,22.9,31.9,.3,2.1,68
143,措备,2021-07-19,27.2,23.8,31.6,.5,1.3,69
143,措备,2021-07-20,28.8,24.8,33.9,0,2,61.5
143,措备,2021-07-21,27.5,23.4,32.5,,2.9,64
143,措备,2021-07-22,28,24.3,32.3,,3.2,62.4
143,措备,2021-07-23,27.8,23.7,32.8,,2.6,65.9
143,措备,2021-07-24,28.1,24.3,33.2,,3,64.5
143,措备,2021-07-25,28,23.7,32.9,,2.4,68.4
143,措备,2021-07-26,28.5,23.4,33.9,,2.6,58.9
143,措备,2021-07-27,28.1,23.3,34.4,,2.6,62
